Asset ID,Customer,Customer Code,Location,Location Code,Place,Asset Type,Route,Asset Class,Item Code,Item,Spoiled Qty,Inventory Over/Short Qty,Sold Qty,Total Revenue,Sales Tax
5600,RCMP - 51277,51277,RCMP Head Quarters,51277,,Snack 3,Route 20,,152039,FL Big Grab Hickory Sticks,0,0,1,$2.23,$0.24
1467,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Seven Oaks Pool,51097,,Nat 949D chiller,Route 03,GF Food,152039,FL Big Grab Hickory Sticks,0,0,6,$10.85,$0.00
4520,Virology Lab Social Committee - 70121,70121,Virology Lab Cafe - 50236,50236,,Snack NAT 167M,Route 07,Snack,152039,FL Big Grab Hickory Sticks,0,0,2,$3.62,$0.00
5865,Seven Oaks Hospital,70096,Seven Oaks Hospital Emergency - 50429,50429,,147 With VE Replacement Door,Route 03,Snack,152039,FL Big Grab Hickory Sticks,0,0,4,$14.42,$0.00
40,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Winnipeg Transit (Cafeteria),50222,,NAT 981,Route 07,Snack,152039,FL Big Grab Hickory Sticks,0,0,0,$0.00,$0.00
3671,Villa Cabrini Senior Citizens Residence,51084,Villa Cabrini Senior Citizens Residence,,,NAT 168 D,Route 03,Snack,152039,FL Big Grab Hickory Sticks,0,0,2,$3.47,$0.00
5886,Arnold Brothers,50070,Arnold Brothers (Service) - 50071,50071,,Refreshtron National 797D,Route 13,Snack/Bev,152039,FL Big Grab Hickory Sticks,0,0,3,$6.71,$0.00
1344,Main Street Project,,MSP - Mainstay (75 Martha),4738,,NAT 158,Route 07,Snack,152039,FL Big Grab Hickory Sticks,0,0,0,$0.00,$0.00
610,Storm Catering,70144,Misericordia Hospital Cafeteria,,,NAT 180D,Route 05,Snack,152039,FL Big Grab Hickory Sticks,0,0,3,$6.65,$0.00
5972,Storm Catering,70144,Misericordia Hospital Cornish Entrance,,,Snack (Crane Merchant),Route 05,Snack,152039,FL Big Grab Hickory Sticks,0,0,3,$10.08,$0.00
1649,Manitoba Building Trades,,Manitoba Building Trades,,,NAT 167D,Route 04,Snack,152039,FL Big Grab Hickory Sticks,0,0,10,$22.73,$0.00
3040,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,St James Centennial Pool,51096,SNACKS,NAT 158,Route 04,Snack,152039,FL Big Grab Hickory Sticks,0,0,4,$10.42,$0.00
5587,Adaria Vending Services,50628,Activate Games - Winnipeg West,,,Snack (USI),Route 04,Snack,152039,FL Big Grab Hickory Sticks,0,0,5,$13.73,$0.00
6189,Costco 153 - Winnipeg East,52094,Costco 153 - Winnipeg East,52094,,Snack 3,Route 13,Snack Rack,152039,FL Big Grab Hickory Sticks,0,0,1,$1.89,$0.20
6204,Fedex,4470,Fedex,4470,,Snack,Route 04,,152039,FL Big Grab Hickory Sticks,0,0,1,$2.23,$0.24
4489,Gerdau Manitoba,70309,MRM Recycling,,,NAT 168 D,Route 12,Snack,152039,FL Big Grab Hickory Sticks,0,0,7,$11.77,$0.00
4745,Black Cat Wear Parts,50355,Black Cat Foundry,50355,,NAT 167D,Route 12,Snack,152039,FL Big Grab Hickory Sticks,0,0,1,$1.13,$0.00
305,Via Rail Union Station,5193,Via Rail Union Station,,,NAT 167,Route 03,Snack,152039,FL Big Grab Hickory Sticks,0,0,3,$9.34,$0.00
6229,Parian Logistics,,Parian Warehouse Lunchroom,,,Snack Rack,Route 05,Snack Rack,152039,FL Big Grab Hickory Sticks,0,0,1,$2.23,$0.24
765,Canadian Blood Services,50302,Canadian Blood Services,,,NAT 167D,Route 07,Snack,152005,OD Sour Cream+Onion Chips,2,0,2,$2.72,$0.00
4503,Deer Lodge Centre,70203,Deer Lodge Centre,50613,Snack,Snack (Crane Merchant),Route 04,Snack,152005,OD Sour Cream+Onion Chips,0,-1,6,$10.69,$0.00
1387,Food Systems Managment,70126,Riverview Health Center,50604,Snack,NAT 981,Route 05,Snack,152005,OD Sour Cream+Onion Chips,0,-1,6,$5.61,$0.00
4135,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,BONIVITAL POOL - 51090,51090,Snack,Nat 949D chiller,Route 13,GF Food,152005,OD Sour Cream+Onion Chips,0,0,0,$0.00,$0.00
1056,MTS Iceplex - 50566,50566,MTS Iceplex (Entrance) - 50566,50566,OLD DUTCH ONLY,NAT 981,Route 04,Snack,152005,OD Sour Cream+Onion Chips,0,0,9,$15.91,$0.00
4778,Corydon Community Centre,70093,River Heights Arena,50301,Snack,NAT 981,Route 05,Snack,152005,OD Sour Cream+Onion Chips,0,0,1,$1.32,$0.00
321,Sherbrook Inn,70110,Sherbrook Inn,4480,Snack,NAT 167,Route 05,Snack,152005,OD Sour Cream+Onion Chips,0,0,8,$15.81,$0.00
1335,Madison Lodge (Siloam Mission) - 52109,52109,Madison Lodge (Siloam Mission) - 52109,52109,Snack,Snack (Crane),Route 03,Snack,152005,OD Sour Cream+Onion Chips,0,0,2,$5.58,$0.00
3249,Middlechurch Home of Winnipeg Inc. - 51151,51151,Middlechurch Home of Winnipeg Inc - 51151,3258,Snack,NAT 167M,Route 12,Snack,152005,OD Sour Cream+Onion Chips,0,0,3,$6.20,$0.00
5681,Grace Hospital - 70390,70390,Grace Hospital Lobby - 51048,51048,Snack,Snack (Crane),Route 04,Snack,152005,OD Sour Cream+Onion Chips,0,0,5,$9.38,$0.00
4520,Virology Lab Social Committee - 70121,70121,Virology Lab Cafe - 50236,50236,,Snack NAT 167M,Route 07,Snack,152005,OD Sour Cream+Onion Chips,0,0,1,$2.77,$0.00
5886,Arnold Brothers,50070,Arnold Brothers (Service) - 50071,50071,,Refreshtron National 797D,Route 13,Snack/Bev,152005,OD Sour Cream+Onion Chips,0,0,9,$15.67,$0.00
306,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,St. James Civic Centre,50818,snack,NAT 181D,Route 04,Snack,152005,OD Sour Cream+Onion Chips,0,0,2,$2.82,$0.00
4503,Deer Lodge Centre,70203,Deer Lodge Centre,50613,Snack,Snack (Crane Merchant),Route 04,Snack,152004,OD Salt+Vinegar Chips,0,0,4,$8.69,$0.00
1387,Food Systems Managment,70126,Riverview Health Center,50604,Snack,NAT 981,Route 05,Snack,152004,OD Salt+Vinegar Chips,0,0,3,$2.81,$0.00
4135,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,BONIVITAL POOL - 51090,51090,Snack,Nat 949D chiller,Route 13,GF Food,152004,OD Salt+Vinegar Chips,0,0,2,$1.71,$0.00
4778,Corydon Community Centre,70093,River Heights Arena,50301,Snack,NAT 981,Route 05,Snack,152004,OD Salt+Vinegar Chips,0,0,1,$3.68,$0.00
321,Sherbrook Inn,70110,Sherbrook Inn,4480,Snack,NAT 167,Route 05,Snack,152004,OD Salt+Vinegar Chips,0,0,4,$7.91,$0.00
1335,Madison Lodge (Siloam Mission) - 52109,52109,Madison Lodge (Siloam Mission) - 52109,52109,Snack,Snack (Crane),Route 03,Snack,152004,OD Salt+Vinegar Chips,0,0,2,$3.39,$0.00
3249,Middlechurch Home of Winnipeg Inc. - 51151,51151,Middlechurch Home of Winnipeg Inc - 51151,3258,Snack,NAT 167M,Route 12,Snack,152004,OD Salt+Vinegar Chips,0,0,0,$0.00,$0.00
4443,Selkirk GMC,70305,Selkirk GM - 50814,50814,Snack,NAT 168,Route 12,Snack,152004,OD Salt+Vinegar Chips,0,0,1,$0.80,$0.00
5271,Virology Lab Social Committee - 70121,70121,JC Wilt Lab - 50237,50237,Refreshtron,Seaga VC630S,Route 07,Snack/Bev,152004,OD Salt+Vinegar Chips,0,0,6,$12.37,$0.00
20,Fairmont Hotel,50636,Fairmont Hotel,4465,Snack,NAT 167D,Route 07,Snack,152004,OD Salt+Vinegar Chips,0,0,0,$0.00,$0.00
765,Canadian Blood Services,50302,Canadian Blood Services,,,NAT 167D,Route 07,Snack,152004,OD Salt+Vinegar Chips,0,0,1,$2.51,$0.00
306,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,St. James Civic Centre,50818,snack,NAT 181D,Route 04,Snack,152004,OD Salt+Vinegar Chips,0,0,2,$5.34,$0.00
4503,Deer Lodge Centre,70203,Deer Lodge Centre,50613,Snack,Snack (Crane Merchant),Route 04,Snack,152001,OD Original Chips,0,-1,6,$13.04,$0.00
931,Grace Hospital - 70390,70390,Grace Hospital Emergency - 51047,51047,Snack,Snack (Crane Merchant),Route 04,Snack,152001,OD Original Chips,0,0,3,$8.29,$0.00
1387,Food Systems Managment,70126,Riverview Health Center,50604,Snack,NAT 981,Route 05,Snack,152001,OD Original Chips,0,0,4,$3.74,$0.00
4135,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,BONIVITAL POOL - 51090,51090,Snack,Nat 949D chiller,Route 13,GF Food,152001,OD Original Chips,0,0,1,$0.85,$0.00
321,Sherbrook Inn,70110,Sherbrook Inn,4480,Snack,NAT 167,Route 05,Snack,152001,OD Original Chips,0,0,2,$3.96,$0.00
1335,Madison Lodge (Siloam Mission) - 52109,52109,Madison Lodge (Siloam Mission) - 52109,52109,Snack,Snack (Crane),Route 03,Snack,152001,OD Original Chips,0,0,2,$3.39,$0.00
3249,Middlechurch Home of Winnipeg Inc. - 51151,51151,Middlechurch Home of Winnipeg Inc - 51151,3258,Snack,NAT 167M,Route 12,Snack,152001,OD Original Chips,0,0,1,$1.31,$0.00
4995,Euro Craft - 50066,50066,Euro Craft - 50066,50066,Refreshtron,A.P. LCM4,Route 13,Snack,152001,OD Original Chips,0,0,0,$0.00,$0.00
5681,Grace Hospital - 70390,70390,Grace Hospital Lobby - 51048,51048,Snack,Snack (Crane),Route 04,Snack,152001,OD Original Chips,0,-4,4,$8.46,$0.00
1078,Manitoba Blue Cross,50475,Manitoba Blue Cross,4307,,Snacks,Route 20,,152001,OD Original Chips,0,0,0,$0.00,$0.00
4520,Virology Lab Social Committee - 70121,70121,Virology Lab Cafe - 50236,50236,,Snack NAT 167M,Route 07,Snack,152001,OD Original Chips,0,0,4,$8.83,$0.00
765,Canadian Blood Services,50302,Canadian Blood Services,,,NAT 167D,Route 07,Snack,152001,OD Original Chips,0,0,0,$0.00,$0.00
306,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,St. James Civic Centre,50818,snack,NAT 181D,Route 04,Snack,152001,OD Original Chips,0,0,1,$1.41,$0.00
6013,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Snack 3,Route 06 - Taxation,,15039,FL Stax Original Chips,0,0,2,$6.70,$0.72
5503,Simplot Canada,50562,Simplot MicroMarket,50562,NO NUTS!!!,Snacks,Route 12,,15037,FL Stax Sour Cream & Onion Chips,0,0,1,$3.35,$0.36
6000,St. Amant-50540,,St. Amant Micromarket,,,Snack 2,Route 05,Snack Rack,15037,FL Stax Sour Cream & Onion Chips,0,0,1,$3.35,$0.36
90220,RS Distribution,4472,RS Distribution,4472,,Unknown,Route 16 - OCS#1,Unknown,13014,Mother Parkers European Dark Whole Bean Bag/2lbs,0,0,2,$64.00,$0.00
90220,RS Distribution,4472,RS Distribution,4472,,Unknown,Route 16 - OCS#1,Unknown,13002,Quality Colombian Whole Bean Bag/2.5lbs,0,0,5,$200.00,$0.00
5926,Johnston Group,52033,Johnston Group,4990,,Drink Cooler,Route 03,,109180,PC Aquafina Plus Blackberry Blueberry 591ml Bottle,0,0,0,$0.00,$0.00
1692,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,BONIVITAL POOL - 51090,51090,Pepsi,GF Bev (DN),Route 13,GF Bev,109180,PC Aquafina Plus Blackberry Blueberry 591ml Bottle,0,0,2,$7.96,$0.00
6008,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Pepsi Cooler,Route 06 - Taxation,,109148,PC Arto Life Water 1l Bottle,0,0,7,$27.52,$2.95
5076,Deer Lodge Centre,70203,Deer Lodge Centre,50613,Non Carb,GF Bev (DN),Route 04,GF Bev,109147,PC Aquafina Plus Strawberry Kiwi 591ml Bottle,0,0,0,$0.00,$0.00
5024,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Winnipeg Transit (Cafeteria),50222,,Bev (DN),Route 07,Bev,109147,PC Aquafina Plus Strawberry Kiwi 591ml Bottle,0,0,1,$4.18,$0.00
5954,Storm Catering,70144,Misericordia Hospital Cafeteria,,,DN 5800 Aquafina,Route 05,GF Bev,109147,PC Aquafina Plus Strawberry Kiwi 591ml Bottle,0,0,0,$0.00,$0.00
5973,Storm Catering,70144,Misericordia Hospital Cornish Entrance,,,GF Bev (DN BevMax),Route 05,GF Bev,109147,PC Aquafina Plus Strawberry Kiwi 591ml Bottle,0,0,0,$0.00,$0.00
1692,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,BONIVITAL POOL - 51090,51090,Pepsi,GF Bev (DN),Route 13,GF Bev,109147,PC Aquafina Plus Strawberry Kiwi 591ml Bottle,0,0,1,$3.80,$0.00
5488,Simplot Canada,50562,Simplot MicroMarket,50562,Lunchroom,Coke Cooler,Route 12,,109130,CC Powerade Berry Blitz 591ml Bottle,0,0,1,$3.37,$0.36
3097,Canadian Blood Services,50302,Canadian Blood Services,,,Bev (DN),Route 07,Bev,109126,PC Gatorade G2 Grape 591ml Bottle,0,0,0,$0.00,$0.00
5775,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Seven Oaks Pool,51097,,Pepsi DN5800-4,Route 03,GF Bev,109117,PC Dole Strawberry Kiwi 450ml Bottle,0,0,1,$4.01,$0.00
5076,Deer Lodge Centre,70203,Deer Lodge Centre,50613,Non Carb,GF Bev (DN),Route 04,GF Bev,109117,PC Dole Strawberry Kiwi 450ml Bottle,0,0,5,$14.24,$0.00
5973,Storm Catering,70144,Misericordia Hospital Cornish Entrance,,,GF Bev (DN BevMax),Route 05,GF Bev,109117,PC Dole Strawberry Kiwi 450ml Bottle,0,0,1,$2.55,$0.00
6362,Corydon Community Centre,70093,River Heights Arena,50301,,GF Bev (DN BevMax),Route 05,GF Bev,109117,PC Dole Strawberry Kiwi 450ml Bottle,0,0,1,$4.30,$0.00
474,Food Systems Managment,70126,Riverview Health Center,50604,Pepsi,DN 5800-4,Route 05,Bev,109114,PC Dole Orange Juice 450ml Bottle,0,0,3,$7.64,$0.00
3809,Sherbrook Inn,70110,Sherbrook Inn,4480,Pepsi,Bev (Vendo),Route 05,Bev,109114,PC Dole Orange Juice 450ml Bottle,0,-1,3,$9.49,$0.00
1191,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Pan Am Pool - 51092,51092,Pepsi,GF Bev (DN BevMax 4),Route 05,GF Bev,109114,PC Dole Orange Juice 450ml Bottle,0,0,1,$5.45,$0.00
5211,Grace Hospital - 70390,70390,Grace Hospital Emergency - 51047,51047,Pepsi,GF Bev (DN),Route 04,GF Bev,109114,PC Dole Orange Juice 450ml Bottle,0,0,0,$0.00,$0.00
5612,Grace Hospital - 70390,70390,Grace Hospital Lobby - 51048,51048,Pepsi,GF Bev (Vendo),Route 04,GF Bev,109114,PC Dole Orange Juice 450ml Bottle,0,0,6,$17.80,$0.00
5516,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,North End Centennial Pool,51099,Pepsi,Bev (DN),Route 07,Bev,109114,PC Dole Orange Juice 450ml Bottle,0,0,2,$2.92,$0.00
6172,CP Network Services - 51269,51269,CP Network Services - 51269,51269,,Coke Cooler,Route 03,,109114,PC Dole Orange Juice 450ml Bottle,0,0,1,$3.15,$0.34
5168,Quintex Services Ltd,50171,Quintex Services Ltd,50171,,Drink Cooler,Route 21,,109114,PC Dole Orange Juice 450ml Bottle,0,0,2,$5.84,$0.62
5434,Simplot Canada,50562,Simplot MicroMarket,50562,,Pepsi Cooler,Route 12,,109114,PC Dole Orange Juice 450ml Bottle,0,0,2,$6.30,$0.68
4984,Emergent Biosolutions,50018,Emergent Biosolutions Micromarket,50018,,Drink Cooler,Route 05,,109114,PC Dole Orange Juice 450ml Bottle,0,0,1,$3.15,$0.34
6008,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Pepsi Cooler,Route 06 - Taxation,,109114,PC Dole Orange Juice 450ml Bottle,0,0,2,$6.30,$0.68
5775,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Seven Oaks Pool,51097,,Pepsi DN5800-4,Route 03,GF Bev,109114,PC Dole Orange Juice 450ml Bottle,0,0,2,$5.14,$0.00
5734,Grace Hospital - 70390,70390,Grace Hospital Cafeteria - 51046,51046,,Aquafina DN5800,Route 04,GF Bev,109114,PC Dole Orange Juice 450ml Bottle,0,0,1,$4.85,$0.00
5076,Deer Lodge Centre,70203,Deer Lodge Centre,50613,Non Carb,GF Bev (DN),Route 04,GF Bev,109114,PC Dole Orange Juice 450ml Bottle,0,0,4,$10.08,$0.00
5926,Johnston Group,52033,Johnston Group,4990,,Drink Cooler,Route 03,,109114,PC Dole Orange Juice 450ml Bottle,0,0,0,$0.00,$0.00
5954,Storm Catering,70144,Misericordia Hospital Cafeteria,,,DN 5800 Aquafina,Route 05,GF Bev,109114,PC Dole Orange Juice 450ml Bottle,0,0,0,$0.00,$0.00
5973,Storm Catering,70144,Misericordia Hospital Cornish Entrance,,,GF Bev (DN BevMax),Route 05,GF Bev,109114,PC Dole Orange Juice 450ml Bottle,0,3,3,$11.05,$0.00
1692,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,BONIVITAL POOL - 51090,51090,Pepsi,GF Bev (DN),Route 13,GF Bev,109114,PC Dole Orange Juice 450ml Bottle,0,0,1,$0.76,$0.00
6264,Adaria Vending Services,50628,Activate Games - Winnipeg West,,,Pepsi 721,Route 04,Bev,109114,PC Dole Orange Juice 450ml Bottle,0,1,15,$42.02,$0.00
6127,Via Rail Union Station,5193,Via Rail Union Station,,,Pepsi Dn5800,Route 03,GF Bev,109114,PC Dole Orange Juice 450ml Bottle,0,0,7,$25.21,$0.00
6231,Parian Logistics,,Parian Warehouse Lunchroom,,,Drink Cooler,Route 05,Beverage Cooler,109114,PC Dole Orange Juice 450ml Bottle,0,0,3,$9.12,$0.99
5611,Larga Kivalliq Ltd.,52138,Kivalliq Inuit Center,52138,Pepsi,GF Bev (Vendo),Route 05,GF Bev,109113,PC Dole Apple Juice 450ml Bottle,0,-2,1,$20.07,$0.00
5411,Standard Aero,70076,Standard Aero Plant 4,51231,,Micro Pepsi Cooler,Route 04,,109113,PC Dole Apple Juice 450ml Bottle,0,0,1,$3.15,$0.34
3694,Manitoba Blue Cross,50475,Manitoba Blue Cross,4307,,Drink Cooler,Route 20,Beverage Cooler,109113,PC Dole Apple Juice 450ml Bottle,0,0,0,$0.00,$0.00
6172,CP Network Services - 51269,51269,CP Network Services - 51269,51269,,Coke Cooler,Route 03,,109113,PC Dole Apple Juice 450ml Bottle,0,0,1,$3.14,$0.33
6008,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Pepsi Cooler,Route 06 - Taxation,,109113,PC Dole Apple Juice 450ml Bottle,0,0,2,$6.30,$0.68
5734,Grace Hospital - 70390,70390,Grace Hospital Cafeteria - 51046,51046,,Aquafina DN5800,Route 04,GF Bev,109113,PC Dole Apple Juice 450ml Bottle,0,0,0,$0.00,$0.00
5076,Deer Lodge Centre,70203,Deer Lodge Centre,50613,Non Carb,GF Bev (DN),Route 04,GF Bev,109113,PC Dole Apple Juice 450ml Bottle,0,0,2,$8.31,$0.00
5926,Johnston Group,52033,Johnston Group,4990,,Drink Cooler,Route 03,,109113,PC Dole Apple Juice 450ml Bottle,0,0,0,$0.00,$0.00
5584,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,St James Centennial Pool,51096,,GF Bev (Vendo),Route 04,GF Bev,109113,PC Dole Apple Juice 450ml Bottle,0,0,0,$0.00,$0.00
1692,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,BONIVITAL POOL - 51090,51090,Pepsi,GF Bev (DN),Route 13,GF Bev,109113,PC Dole Apple Juice 450ml Bottle,0,0,0,$0.00,$0.00
3097,Canadian Blood Services,50302,Canadian Blood Services,,,Bev (DN),Route 07,Bev,109113,PC Dole Apple Juice 450ml Bottle,0,0,0,$0.00,$0.00
6362,Corydon Community Centre,70093,River Heights Arena,50301,,GF Bev (DN BevMax),Route 05,GF Bev,109113,PC Dole Apple Juice 450ml Bottle,0,0,0,$0.00,$0.00
6127,Via Rail Union Station,5193,Via Rail Union Station,,,Pepsi Dn5800,Route 03,GF Bev,109113,PC Dole Apple Juice 450ml Bottle,0,0,1,$4.47,$0.00
474,Food Systems Managment,70126,Riverview Health Center,50604,Pepsi,DN 5800-4,Route 05,Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,1,1,$1.47,$0.00
1044,Arden Appartments - 52085,52085,Arden Appartments - 52085,52085,Pepsi,Bev (Vendo),Route 13,Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,1,1,$0.87,$0.00
597,YM-YWCA (St. James) - 70108,70108,YMCA St James - 50305,50305,Generic Drink,Bev (DN),Route 04,Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,25,$74.08,$0.00
1191,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Pan Am Pool - 51092,51092,Pepsi,GF Bev (DN BevMax 4),Route 05,GF Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,4,$14.42,$0.00
5211,Grace Hospital - 70390,70390,Grace Hospital Emergency - 51047,51047,Pepsi,GF Bev (DN),Route 04,GF Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,2,$4.18,$0.00
5611,Larga Kivalliq Ltd.,52138,Kivalliq Inuit Center,52138,Pepsi,GF Bev (Vendo),Route 05,GF Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,-6,2,$43.22,$0.00
5612,Grace Hospital - 70390,70390,Grace Hospital Lobby - 51048,51048,Pepsi,GF Bev (Vendo),Route 04,GF Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,11,$38.70,$0.00
5651,Gerdau Manitoba,70309,MRM Rolling Line X9 - 52149,52149,Pepsi,Bev (Vendo),Route 12,Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,2,4,$12.18,$0.00
5516,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,North End Centennial Pool,51099,Pepsi,Bev (DN),Route 07,Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,15,$48.75,$0.00
5411,Standard Aero,70076,Standard Aero Plant 4,51231,,Micro Pepsi Cooler,Route 04,,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,1,$3.37,$0.36
3694,Manitoba Blue Cross,50475,Manitoba Blue Cross,4307,,Drink Cooler,Route 20,Beverage Cooler,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,0,$0.00,$0.00
5168,Quintex Services Ltd,50171,Quintex Services Ltd,50171,,Drink Cooler,Route 21,,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,2,$6.08,$0.66
6008,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Pepsi Cooler,Route 06 - Taxation,,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,2,$6.74,$0.72
5775,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Seven Oaks Pool,51097,,Pepsi DN5800-4,Route 03,GF Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,6,$15.42,$0.00
5734,Grace Hospital - 70390,70390,Grace Hospital Cafeteria - 51046,51046,,Aquafina DN5800,Route 04,GF Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,2,$6.46,$0.00
5076,Deer Lodge Centre,70203,Deer Lodge Centre,50613,Non Carb,GF Bev (DN),Route 04,GF Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,8,$27.29,$0.00
5024,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Winnipeg Transit (Cafeteria),50222,,Bev (DN),Route 07,Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,2,$8.30,$0.00
4216,Main Street Project,,MSP - Mainstay (75 Martha),4738,,Aquafina v621,Route 07,Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,-3,7,$21.43,$0.00
5926,Johnston Group,52033,Johnston Group,4990,,Drink Cooler,Route 03,,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,0,$0.00,$0.00
5954,Storm Catering,70144,Misericordia Hospital Cafeteria,,,DN 5800 Aquafina,Route 05,GF Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,-1,4,$13.87,$0.00
5997,St. Amant-50540,,St. Amant Micromarket,,,Pepsi Cooler,Route 05,,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,1,$3.37,$0.36
5973,Storm Catering,70144,Misericordia Hospital Cornish Entrance,,,GF Bev (DN BevMax),Route 05,GF Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,11,$43.67,$0.00
721,Virology Lab Social Committee - 70121,70121,Virology Lab Cafe - 50236,50236,,DN 5800-4,Route 07,GF Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,0,$0.00,$0.00
5177,Klinic Community Health,4538,Klinic Community Health,,,Bev (Vendo),Route 05,Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,-1,7,$22.81,$0.00
5584,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,St James Centennial Pool,51096,,GF Bev (Vendo),Route 04,GF Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,9,$30.09,$0.00
5515,Manitoba Building Trades,,Manitoba Building Trades,,,Bev (Vendo),Route 04,Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,12,$81.00,$0.00
1692,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,BONIVITAL POOL - 51090,51090,Pepsi,GF Bev (DN),Route 13,GF Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,2,$4.62,$0.00
6123,TEAMS Transport - 51223,51223,TEAMS Transport - 51223,51223,,Bev (Vendo),Route 13,Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,0,$0.00,$0.00
5880,Maple Leaf Consumer Foods,70554,Maple Leaf Paquin Warehouse,,,721 Pepsi Graphic,Route 13,Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,22,$59.60,$0.00
6178,Costco 153 - Winnipeg East,52094,Costco 153 - Winnipeg East,52094,,Beverage Cooler,Route 13,Beverage Cooler,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,1,$2.59,$0.28
6183,Costco 549 - Winnipeg South,50439,Costco 549 - Winnipeg South,,,Beverage Cooler,Route 05,Beverage Cooler,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,1,$2.59,$0.28
6245,Pimicikamak Place Ltd.,50622,Greenville Place Inc.,,,Bev (Vendo 621/721/821),Route 03,Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,-7,19,$4.19,$0.00
6261,Thorwin Properties,50585,Antares Luxury Suites,,,GF Bev (DN),Route 07,GF Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,3,$10.69,$0.00
3097,Canadian Blood Services,50302,Canadian Blood Services,,,Bev (DN),Route 07,Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,1,$5.29,$0.00
6244,IPCO,51180,IPCO,,Pepsi,Bev (Vendo 621/721/821),Route 13,Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,0,10,$28.08,$0.00
6264,Adaria Vending Services,50628,Activate Games - Winnipeg West,,,Pepsi 721,Route 04,Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,3,27,$89.35,$0.00
5869,Seven Oaks Hospital,70096,Seven Oaks Hospital Emergency - 50429,50429,,3800-4 Aqua Graphics,Route 03,GF Bev,109111,PC Gatorade Cool Blue 591ml Bottle,0,1,12,$55.50,$0.00
