Asset ID,Customer,Customer Code,Location,Location Code,Place,Asset Type,Route,Asset Class,Address,Address 2,City,State,Zip,Phone,Asset Family,Asset Make,Asset Model,Asset Serial Number,Branch,Commission Plan,Contact Name,Dynamic Schedule,Schedule Type,Email,Interval Schedule,Inventory Interval,Line of Business,Payment Terms,Static Schedule,Subroute,Tax Jurisdiction,Telemetry Device ID,Telemetry Supplier,Is Deployed
x4691,Victoria Hospital Finance - 70112,70112,Victoria Hospital (Emergency) - 50618,50618,EMERGENCY SNACKS,NAT 168,Quality Vending and Coffee Service warehouse,Unknown,2340 Pembina,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,168-23903,Quality Vending and Coffee Service,Commission Account,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
x4704,1-Service,1,1-Service Prep,1,SNACKS,NAT 168 D,Quality Vending and Coffee Service warehouse,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,168-043335,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,dave@qualityvending.ca,,4,Vending,Net 30,,,GST + PST,,,No
x4704,Freshwater Institute,50168,Freshwater Institute - 50168,50168,Snack,NAT 168 D,Route 02 - Service,Unknown,501 University Crescent,,Winnipeg,MB,R3T 2N6,,Non-Revenue Equipment,Unknown,Unknown,168-043335,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Thu,Route 02 SubRoute,GST + PST,,,No
x4704,Sandvik Mining - 50048,50048,50048-Sandvik Mining,,COMFORT INN,NAT 168 D,Quality Vending and Coffee Service warehouse,Unknown,1218 Redonda,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,168-043335,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
x4723,University of Winnipeg (Finance) - 70446,70446,U of W Student Residence - 51137,51137,51137-U of W Student Res SNACKS,NAT 168D,Route 12,Unknown,370 Langside,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,168-031618,Quality Vending and Coffee Service,Commission Account,Jim Jackson,,,,,4,Vending,Net 30,,12 Priority 3,GST + PST,,,No
x4788,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,,Tax Exempt,,,No
x4788,Price Industries,50002,Price Industries Office,3907,Micro Drink,,Route 13,,638 Raleigh St,,Winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,Winnipeg NE,GST + PST,,,No
x4797,University of Winnipeg (Finance) - 70446,70446,51120-U of W Bulman Hall Basement,,51120-U of W Bulman Hall Basement SNACKS,NAT 168 D,Route 12,Unknown,705-491 Portage,,Winnipeg,MB, ,,Vending Machine,Unknown,Unknown,168-031615,Quality Vending and Coffee Service,Commission Account,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,12 Priority 2,GST + PST,,,No
x4807,Graphic Packaging (Cascade Box),50696,Graphic Packaging (Cascade Box),50696,SNACKS,NAT 168 D,Route 13,Unknown,531 Golspie,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,168-041940,Quality Vending and Coffee Service,Commission Account,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,OCS,GST + PST,,,No
x4882,University of Winnipeg (Finance) - 70446,70446,50224-U of W Buhler Centre,,Snack,M-168-D,Route 12,Unknown,,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,,Quality Vending and Coffee Service,Commission Account,Jim Jackson,,,,,4,Vending,Net 30,,12 Priority 2,GST + PST,,,No
x4920,Consolidated Fastfrate Inc - 70206,70206,Consolidated Fastfrate Inc - 50390,50390,SNACKS,NAT 148,Route 04,Unknown,477 Keewatin St,,Winnipeg,MB,R2X 2S1,,Vending Machine,Unknown,Unknown,148-021318,Quality Vending and Coffee Service,Commission Account,Jim Jackson,Maximum Sales: $125.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Winnipeg St James,GST + PST,,,No
X4969,1-Service,1,9998-Sold/Destroyed,,,Snack (Crane),Quality Vending and Coffee Service warehouse,Snack,,,,MB,,,Vending Machine,Crane,157D,157-021301,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: ; 2: Tue,,GST + PST,,,No
x4972,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,FD7,Sold or Destroyed,Coffee,,,,,,,Non-Revenue Equipment,Unknown,Unknown,80M4FD7-5134,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: ; 2: Wed; 3:,,Tax Exempt,,,No
x4984,Emergent Biosolutions,50018,Emergent Biosolutions Micromarket,50018,Micro Drink Cooler,Bev,Route 16 - OCS#1,Bev,155 Innovation Dr,,Winnipeg,MB,R3T 5Y3,(204) 275-4200,Non-Revenue Equipment,Unknown,Unknown,4984-NA,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,Route 16 - Vending,GST + PST,,,No
x4984,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Bev,Sold or Destroyed,Bev,,,,,,,Non-Revenue Equipment,Unknown,Unknown,4984-NA,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,,Tax Exempt,,,No
x5026,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Coffee,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,5026-NA,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,,Tax Exempt,,,No
x5026,McCain Foods (Canada) Ltd - 70414,70414,McCain Foods,51274,Coffee,Coffee,Route 12,Unknown,1 McCain Ave,,Portage La Prairie,MB,R1N 3B5,,Non-Revenue Equipment,Unknown,Unknown,5026-NA,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 60,1: Mon Tue Wed Thu Fri,Portage,PST,,,No
x5056,Standard Aero,70076,Standard Aero Plant 6,50023,drink cooler,Food,Route 04,Food,707 Flight Rd,,Winnipeg,MB,R3H 1C6,,Non-Revenue Equipment,Unknown,Unknown,1BX150604305140,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,Static,GST + PST,,,No
x5056,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Food,Sold or Destroyed,Food,,,,,,,Non-Revenue Equipment,Unknown,Unknown,1BX150604305140,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,,Tax Exempt,,,No
x5059,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,,Tax Exempt,,,No
x5059,Standard Aero,70076,Standard Aero Plant 6,50023,Micro Snack Unit,,Route 04,,707 Flight Rd,,Winnipeg,MB,R3H 1C6,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,Static,GST + PST,,,No
x5061,Cabelas Canada,50019,50027-Micro Food Cabela,50027,Micro Deli Cooler,,Route 13,,De Bates,,Winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,OCS,GST + PST,,,No
x5061,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,,Tax Exempt,,,No
x5062,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,,Tax Exempt,,,No
x5062,Cabelas Canada,50019,Cabelas Head Office,4030,Micro Drink,,Route 13,,25 De-Bates st,,Winnipeg,MB,R2J 4G5,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,Winnipeg NE,GST + PST,,,No
x5066,Cabelas Canada,50019,Cabelas Head Office,4030,Micro Snack,,Route 13,,25 De-Bates st,,Winnipeg,MB,R2J 4G5,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,Winnipeg NE,GST + PST,,,No
x5066,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,,Tax Exempt,,,No
x5067,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,,Tax Exempt,,,No
x5067,Cabelas Canada,50019,Cabelas Head Office,4030,Micro Snack,,Route 13,,25 De-Bates st,,Winnipeg,MB,R2J 4G5,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,Winnipeg NE,GST + PST,,,No
x5071,Cabelas Canada,50019,50027-Micro Food Cabela,50027,Micro Ice Cream,,Route 13,,De Bates,,Winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,OCS,GST + PST,,,No
x5071,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,,Tax Exempt,,,No
x5072,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Frozen,Sold or Destroyed,Frozen,,,,,,,Non-Revenue Equipment,Unknown,Unknown,145119,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,,Tax Exempt,,,No
x5072,Standard Aero Plant 6 - 50023,50023,50026 STANDARD AERO #6 MICRO (Food),50026,Micro Frozen,Frozen,Route 04,Frozen,707 Flight Road,,winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,145119,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,Static,GST + PST,,,No
x5103,Old Dutch Foods,51266,51267-OLD DUTCH FOODS micro food,51267,,,Route 13,,100 Bentall St,,Winnipeg,MB,R2X2Y5,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,Winnipeg NE,GST + PST,,,No
x5103,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,,Tax Exempt,,,No
x5126,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,,Tax Exempt,,,No
x5126,Old Dutch Foods,51266,Old Dutch Foods - Bental,3265,Micro Snack,,Route 13,,100 Bental Street,,Winnipeg,MB,R2X 2Y5,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,"AP-Canada@olddutchfoods.com,consorcia.lang@olddutchfoods.com",,,Vending,Net 30,1: Mon Wed Fri,Winnipeg NE,GST + PST,,,No
x5127,Old Dutch Foods,51266,Old Dutch Foods - Bental,3265,Micro Snack,,Route 13,,100 Bental Street,,Winnipeg,MB,R2X 2Y5,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,"AP-Canada@olddutchfoods.com,consorcia.lang@olddutchfoods.com",,,Vending,Net 30,1: Mon Wed Fri,Winnipeg NE,GST + PST,,,No
x5127,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Wed Fri,,Tax Exempt,,,No
x5130,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,,Tax Exempt,,,No
x5130,Standard Aero Plant 6 - 50023,50023,50026 STANDARD AERO #6 MICRO (Food),50026,Micro Food,,Route 04,,707 Flight Road,,winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,Static,GST + PST,,,No
x5131,Canada Revenue Agency,70040,Taxation Micro Food - 52136,52136,Micro Frozen,,Route 06 - Taxation,,Stapon Road,,Winnipeg,MB,,,Non-Revenue Equipment,,,109412,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Interval,,Days: 21; Flexibility: 3,,Vending,Net 30,,Taxation Micromarket,GST + PST,,,No
x5131,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,109412,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Interval,,Days: 21; Flexibility: 3,,Vending,Net 30,,,Tax Exempt,,,No
x5132,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Thu,,Tax Exempt,,,No
x5132,Standard Aero,70076,Standard Aero Plant 4,51231,Micro Snack,,Route 04,,570 Ferry Road,,Winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Thu,Static,GST + PST,,,No
x5136,Quintex Services Ltd,50171,50171-Quintex Micromarket,,Micro Coffee,Unknown,OCS - Dennis,Unknown,332 Nasau Street,,winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed,Static,GST + PST,,,No
x5136,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Unknown,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed,,Tax Exempt,,,No
x5163,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Unknown,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed,,Tax Exempt,,,No
x5163,Quintex Services Ltd,50171,Quintex Services Ltd,50171,Micro Deli,Unknown,Non-Scheduled Assets,Unknown,332 Nasau,,Winnipeg,MB,R3L 0R8,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed,,GST + PST,,,No
x5164,Quintex Services Ltd,50171,Quintex Services Ltd,50171,Micro Food,Unknown,Non-Scheduled Assets,Unknown,332 Nasau,,Winnipeg,MB,R3L 0R8,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed,,GST + PST,,,No
x5164,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Unknown,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed,,Tax Exempt,,,No
x5165,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Unknown,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed,,Tax Exempt,,,No
x5165,Quintex Services Ltd,50171,50171-Quintex Micromarket,,Micro Snack,Unknown,OCS - Dennis,Unknown,332 Nasau Street,,winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed,Static,GST + PST,,,No
x5166,Quintex Services Ltd,50171,50171-Quintex Micromarket,,Micro Snack,Unknown,OCS - Dennis,Unknown,332 Nasau Street,,winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed,Static,GST + PST,,,No
x5166,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Unknown,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed,,Tax Exempt,,,No
x5168,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Unknown,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed,,Tax Exempt,,,No
x5168,Quintex Services Ltd,50171,50171-Quintex Micromarket,,Micro Drink,Unknown,OCS - Dennis,Unknown,332 Nasau Street,,winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed,Static,GST + PST,,,No
x5200,Manitoba Blue Cross,50475,50476 MB BLUE CROSS MICRO (Food),50476,,,Route 05,,599 Empress St,,Winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Thu,Vending Static,GST + PST,,,No
x5200,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Thu,,Tax Exempt,,,No
x5203,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,,Tax Exempt,,,No
x5203,Canada Post,52131,52132- Canada Post Micro Food,52132,Micro Freezer,,Route 04,,Wellington,,Winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,Winnipeg West,GST + PST,,,No
x5208,Canada Post,52131,Canada Post - 52131,52131,Micro Drink Cooler,,Route 04,,Wellington,,Winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,Winnipeg West,GST + PST,,,No
x5208,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,,Tax Exempt,,,No
x5221,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Interval,,Days: 21; Flexibility: 3,,Vending,Net 30,,,Tax Exempt,,,No
x5221,Canada Revenue Agency,70040,Taxation Micro Food - 52136,52136,Micro Deli,,Route 06 - Taxation,,Stapon Road,,Winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Interval,,Days: 21; Flexibility: 3,,Vending,Net 30,,Taxation Micromarket,GST + PST,,,No
x5222,Canada Revenue Agency,70040,Taxation Micro Market,52135,Micro Drink Cooler,,Route 06 - Taxation,,Stapon Road,,Winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,Taxation Micromarket,GST + PST,,,No
x5222,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,,Tax Exempt,,,No
x5223,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,,Tax Exempt,,,No
x5223,Canada Revenue Agency,70040,Taxation Micro Market,52135,Micro Drink Cooler,,Route 06 - Taxation,,Stapon Road,,Winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,Taxation Micromarket,GST + PST,,,No
x5226,Canada Post,52131,Canada Post - 52131,52131,Micro Snack,,Route 04,,Wellington,,Winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,Winnipeg West,GST + PST,,,No
x5226,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,,Tax Exempt,,,No
x5227,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,,Tax Exempt,,,No
x5227,Canada Post,52131,Canada Post - 52131,52131,Micro Snack,,Route 04,,Wellington,,Winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,Winnipeg West,GST + PST,,,No
x5228,Canada Revenue Agency,70040,Taxation Micro Market,52135,Single cup coin op,,Route 06 - Taxation,,Stapon Road,,Winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,Taxation Micromarket,GST + PST,,,No
x5228,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,,Tax Exempt,,,No
x5232,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,,Tax Exempt,,,No
x5232,Canada Revenue Agency,70040,Taxation Micro Market,52135,Kuerig Brewer,,Route 06 - Taxation,,Stapon Road,,Winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,Taxation Micromarket,GST + PST,,,No
x5236,Canada Revenue Agency,70040,Taxation Micro Food - 52136,52136,Micro Deli,,Route 06 - Taxation,,Stapon Road,,Winnipeg,MB,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Interval,,Days: 21; Flexibility: 3,,Vending,Net 30,,Taxation Micromarket,GST + PST,,,No
x5236,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Interval,,Days: 21; Flexibility: 3,,Vending,Net 30,,,Tax Exempt,,,No
x5237,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,,Sold or Destroyed,,,,,,,,Non-Revenue Equipment,,,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Mon Tue Wed Thu Fri,,Tax Exempt,,,No
