Branch,Route,Location,Place,Telemetry Device ID,Asset ID,Asset Type,Asset Class,Selection,Group,Item,Item Code,Current Level,Par,Depletion Limit,Capacity,Price,Desired Price,Has Price Mismatch,Avg Weekly Vends,Days Since Last Sale,Has Pending Planogram Change,Column Number,Quantity
Quality Vending and Coffee Service,Route 12,MRM Office R1 - 52143,,C014616521025,4842,M-167,Snack,D7,,Vitali-T Soy Almonds,880240,10,10,2,15,$3.00,$3.00,No,,420.82,No,7,0
Quality Vending and Coffee Service,Route 12,MRM Office R1 - 52143,,C014616521025,4842,M-167,Snack,D8,,Vitali-T Chocolate Cranberries & Almonds,252018,9,10,2,15,$3.00,$3.00,No,,135.49,No,8,0
Quality Vending and Coffee Service,Route 12,MRM Office R1 - 52143,,C014616521025,4842,M-167,Snack,D9,,Winter Helmet Cover,880300,4,5,2,15,$16.00,$16.00,No,,295.86,No,9,0
Quality Vending and Coffee Service,Route 12,MRM Office R1 - 52143,,C014616521025,4842,M-167,Snack,E0,,Single Wrapped Mask,880285,3,5,2,17,$2.00,$2.00,No,0.1246,43.79,No,0,0
Quality Vending and Coffee Service,Route 12,MRM Office R1 - 52143,,C014616521025,4842,M-167,Snack,E2,,Chin Strap,880298,14,15,2,17,$10.00,$10.00,No,2.9267,6.85,No,2,0
Quality Vending and Coffee Service,Route 12,MRM Office R1 - 52143,,C014616521025,4842,M-167,Snack,E4,,Chin Strap,880298,14,15,8,17,$10.00,$10.00,No,2.7664,2.53,No,4,0
Quality Vending and Coffee Service,Route 12,MRM Office R1 - 52143,,C014616521025,4842,M-167,Snack,E6,,Chin Strap,880298,14,15,2,15,$10.00,$10.00,No,1.2334,21.86,No,6,0
Quality Vending and Coffee Service,Route 12,MRM Office R1 - 52143,,C014616521025,4842,M-167,Snack,E8,,Leather Glove (Lined),880296,9,9,2,9,$12.00,$12.00,No,0.1869,48.79,No,8,0
Quality Vending and Coffee Service,Route 03,Vickar Ford,,C014718050061,1036,HVV 621,Bev,1,,PC Pepsi Cola 355ml Can,102001,56,72,12,96,$1.50,$1.50,No,33.3998,0.53,No,1,0
Quality Vending and Coffee Service,Route 03,Vickar Ford,,C014718050061,1036,HVV 621,Bev,2,,PC Diet Pepsi 355ml Can,102002,18,24,6,48,$1.50,$1.50,No,5.0001,0.53,No,2,0
Quality Vending and Coffee Service,Route 03,Vickar Ford,,C014718050061,1036,HVV 621,Bev,3,,PC Lipton Brisk 355ml Can,103001,39,48,6,48,$1.50,$1.50,No,7.7203,0.86,No,3,0
Quality Vending and Coffee Service,Route 03,Vickar Ford,,C014718050061,1036,HVV 621,Bev,4,,PC Dr Pepper 355ml Can,102008,40,48,6,48,$1.50,$1.50,No,12.7134,0.86,No,4,0
Quality Vending and Coffee Service,Route 03,Vickar Ford,,C014718050061,1036,HVV 621,Bev,5,,PC RockStar Punched 473 ml Can,107173,22,30,6,30,$4.25,$4.25,No,8.1333,0.53,No,5,0
Quality Vending and Coffee Service,Route 03,Vickar Ford,,C014718050061,1036,HVV 621,Bev,6,,PC Gatorade Cool Blue 591ml Bottle,109111,46,48,8,48,$3.00,$3.00,No,10.2802,0.53,No,6,0
Quality Vending and Coffee Service,Route 04,Purolator,,C013317030047,5260,Coke RVCC-550-7,Bev,1,,CC Coke Classic 355ml Can,101001,95,96,12,96,$1.50,$1.50,No,13.3798,1.53,No,1,0
Quality Vending and Coffee Service,Route 04,Purolator,,C013317030047,5260,Coke RVCC-550-7,Bev,2,,CC Coke Zero 355ml Can,101022,42,48,6,96,$1.50,$1.50,No,11.1335,0.2,No,2,1
Quality Vending and Coffee Service,Route 04,Purolator,,C013317030047,5260,Coke RVCC-550-7,Bev,3,,CC Diet Coke 355ml Can,101002,17,18,8,48,$1.50,$1.50,No,2.2666,15.53,No,3,0
Quality Vending and Coffee Service,Route 04,Purolator,,C013317030047,5260,Coke RVCC-550-7,Bev,4,,CC Minute Maid Orange Juice 341ml Can,104005,6,36,8,48,$1.75,$1.75,No,3.1535,9.2,No,4,0
Quality Vending and Coffee Service,Route 04,Purolator,,C013317030047,5260,Coke RVCC-550-7,Bev,5,,CC Monster Zero Ultra 473ml Can,101043,15,26,6,26,$4.25,$4.25,No,9.6068,0.2,No,5,1
Quality Vending and Coffee Service,Route 04,Purolator,,C013317030047,5260,Coke RVCC-550-7,Bev,6,,CC Monster Energy 473ml Can,101042,22,26,6,26,$4.25,$4.25,No,6.8201,0.2,No,6,2
Quality Vending and Coffee Service,Route 05,Klinic Community Health,,C014718050021,1474,NAT 168 D,Snack,C5,,Vitali-T Soy Almonds,880240,5,6,2,15,$3.00,$3.00,No,0.42,0.53,No,5,0
Quality Vending and Coffee Service,Route 05,Klinic Community Health,,C014718050021,1474,NAT 168 D,Snack,C7,,Gorp Peanut Butter & Raspberry,108014,3,8,2,15,$3.50,$3.50,No,0.6867,6.86,No,7,0
Quality Vending and Coffee Service,Route 05,Klinic Community Health,,C010416521411,5177,Bev (Vendo),Bev,1,,PC Aquafina 591ml Bottle,109104,8,12,4,28,$2.25,$2.25,No,0.1736,36.82,No,1,0
Quality Vending and Coffee Service,Route 05,Klinic Community Health,,C010416521411,5177,Bev (Vendo),Bev,11,,PC Gatorade Zero Berry 591ml Bottle,880095,13,18,6,24,$2.75,$2.75,No,0.6335,1.19,No,11,0
Quality Vending and Coffee Service,Route 05,Klinic Community Health,,C010416521411,5177,Bev (Vendo),Bev,3,,PC Pepsi Cola 355ml Can,102001,21,24,6,48,$1.50,$1.50,No,2.1203,1.84,No,3,0
Quality Vending and Coffee Service,Route 05,Klinic Community Health,,C010416521411,5177,Bev (Vendo),Bev,4,,CC Coke Zero 355ml Can,101022,12,24,6,48,$1.50,$1.50,No,3.7198,1.53,No,4,0
Quality Vending and Coffee Service,Route 05,Klinic Community Health,,C010416521411,5177,Bev (Vendo),Bev,5,,PC Dole Strawberry Kiwi 340ml Can,105105,17,24,6,48,$1.75,$1.75,No,0.5467,32.49,No,5,0
Quality Vending and Coffee Service,Route 05,Klinic Community Health,,C010416521411,5177,Bev (Vendo),Bev,6,,PC Rockstar Sugar Free 473ml Can,880122,14,18,4,48,$4.00,$4.00,No,,166.53,No,6,0
Quality Vending and Coffee Service,Route 05,Klinic Community Health,,C010416521411,5177,Bev (Vendo),Bev,7,,PC Diet Pepsi 355ml Can,102002,13,24,6,48,$1.50,$1.50,No,3.7065,0.53,No,7,0
Quality Vending and Coffee Service,Route 05,Klinic Community Health,,C010416521411,5177,Bev (Vendo),Bev,8,,PC Lipton Brisk 355ml Can,103001,17,18,6,30,$1.50,$1.50,No,0.3864,19.53,No,8,0
Quality Vending and Coffee Service,Route 05,Klinic Community Health,,C010416521411,5177,Bev (Vendo),Bev,9,,PC Gatorade Cool Blue 591ml Bottle,109111,10,12,4,24,$2.75,$2.75,No,1.0997,27.49,No,9,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,A0,,OD Big Bag Salt & Vinegar Chips,154025,0,9,2,9,$2.25,$2.25,No,3.773,3.53,No,0,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,A2,,OD Big Bag Sour Cream & Onion,154027,0,9,2,9,$2.25,$2.25,No,3.073,3.86,No,2,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,A4,,OD Big Bag Ketchup Chips,154028,0,9,2,9,$2.25,$2.25,No,5.2402,1.52,No,4,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,A6,,OD Big Bag Arriba Nacho Tortilla Chips,154013,0,9,2,9,$2.25,$2.25,No,5.2668,5.53,No,6,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,B0,,FL Big Grab Ruffles All Dressed chips,206019,0,9,2,9,$2.25,$2.25,No,3.4202,11.53,No,0,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,B2,,FL Big Grab Sun Chips Harvest Cheddar,206022,0,9,2,9,$2.25,$2.25,No,3.1934,8.2,No,2,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,B4,,FL Big Grab Smartfood White Cheddar Popcorn,206020,0,9,2,9,$2.25,$2.25,No,3.8934,0.19,No,4,1
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,B6,,OD Big Bag Jalapeno & Cheddar Chips,15410,0,9,2,9,$2.25,$2.25,No,5.2598,8.53,No,6,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,C0,,CB Smokin BBQ,8530341,0,9,2,9,$1.75,$1.75,No,1.1067,3.2,No,0,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,C2,,OD Hawkins Cheezies,156002,0,15,2,15,$2.00,$2.00,No,4.4933,1.2,No,2,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,C4,,FL Baked Ruffles Cheddar & Sour Cream Chips,206001,3,9,2,9,$1.75,$1.75,No,2.2064,0.19,No,4,2
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,C6,,OD Popcorn Twists,153105,9,9,2,9,$1.75,$1.75,No,1.2397,24.53,No,6,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,D0,,OH Henry,252001,9,17,2,17,$2.25,$2.25,No,2.7797,0.19,No,0,1
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,D1,,Coffee Crisp,251004,9,17,2,17,$2.25,$2.25,No,1.113,5.53,No,1,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,D2,,Kit Kat,251010,10,17,2,17,$2.25,$2.25,No,3.213,1.2,No,2,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,D3,,M+M Peanuts,254005,9,17,2,17,$2.25,$2.25,No,3.1668,0.19,No,3,1
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,D4,,Snickers,254006,9,15,2,20,$2.25,$2.25,No,1.2334,1.86,No,4,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,D5,,Vitali-T Soy Almonds,880240,7,12,2,20,$3.00,$3.00,No,0.6265,4.2,No,5,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,D6,,CLIF Bar Chocolate Chip,573142,7,10,2,17,$2.50,$2.50,No,0.6265,1.52,No,6,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,D7,,Excel Multipac 27 s,455001,9,15,2,20,$2.00,$2.00,No,2.3135,1.52,No,7,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,E0,,OMG Milk Chocolaty Almond,853032,3,9,2,9,$4.00,$4.00,No,1.68,2.52,No,0,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,E2,,Big Daddy Chocolate Chunk Cookies,880326,0,9,2,9,$2.25,$2.25,No,1.9733,1.2,No,2,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,E4,,Big Daddy Chocolate Chunk Cookies,558072,4,9,2,9,$2.75,$2.75,No,0.7203,0.87,No,4,0
Quality Vending and Coffee Service,Route 03,Addictions Foundation of Manitoba - 50001,,C010416521391,4018,NAT 168,Snack,E6,,Huer Gummy Sour Suckers,880336,0,9,2,9,$2.50,$2.50,No,2.6264,9.53,No,6,0
Quality Vending and Coffee Service,Route 05,Cabela s - Sterling Lyon,Pepsi,C012017522475,503,V 621,Bev,1,,PC Pepsi Cola 355ml Can,102001,76,96,12,96,$1.50,$1.50,No,8.0535,0.53,No,1,0
Quality Vending and Coffee Service,Route 05,Cabela s - Sterling Lyon,Pepsi,C012017522475,503,V 621,Bev,2,,PC Diet Pepsi 355ml Can,102002,21,48,6,48,$1.50,$1.50,No,6.307,0.53,No,2,0
Quality Vending and Coffee Service,Route 05,Cabela s - Sterling Lyon,Pepsi,C012017522475,503,V 621,Bev,3,,PC Dr Pepper 355ml Can,102008,14,48,6,48,$1.50,$1.50,No,9.5998,0.53,No,3,0
Quality Vending and Coffee Service,Route 05,Cabela s - Sterling Lyon,Pepsi,C012017522475,503,V 621,Bev,4,,PC Lipton Brisk 355ml Can,103001,23,36,6,48,$1.50,$1.50,No,5.0666,2.86,No,4,0
Quality Vending and Coffee Service,Route 05,Cabela s - Sterling Lyon,Pepsi,C012017522475,503,V 621,Bev,5,,PC RockStar Punched 473 ml Can,107173,0,28,6,28,$4.25,$4.25,No,6.5065,4.53,No,5,0
Quality Vending and Coffee Service,Route 05,Cabela s - Sterling Lyon,Pepsi,C012017522475,503,V 621,Bev,6,,PC Aquafina 591ml Bottle,109104,13,24,6,48,$2.50,$2.50,No,2.4066,1.53,No,6,0
Quality Vending and Coffee Service,Route 05,Klinic Community Health,,C010416521411,5177,Bev (Vendo),Bev,2,,CC Coke Classic 355ml Can,101001,26,30,12,48,$1.50,$1.50,No,3.4664,2.53,No,2,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,A0,,OD Big Bag Arriba Nacho Tortilla Chips,154013,3,5,2,9,$2.25,$2.25,No,0.2667,13.53,No,0,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,A2,,OD Big Bag Salt & Vinegar Chips,154025,2,7,2,9,$2.25,$2.25,No,0.4802,13.53,No,2,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,A4,,OD Big Bag Sour Cream & Onion,154027,4,7,2,9,$2.25,$2.25,No,1.54,7.86,No,4,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,A6,,OD Big Bag Jalapeno & Cheddar Chips,15410,4,5,2,9,$2.25,$2.25,No,0.6531,15.53,No,6,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,B0,,OD Big Bag Crunchy s Nacho Cheese,154009,0,5,2,9,$2.25,$2.25,No,,119.49,No,0,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,B2,,FL Big Grab Hickory Sticks,152039,6,7,2,9,$2.25,$2.25,No,1.0801,1.52,No,2,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,B4,,FL Big Grab Doritos Sweet Chili Heat Tort Chips,206023,3,7,2,9,$2.25,$2.25,No,1.5666,0.53,No,4,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,B6,,FL Big Grab Sun Chips Harvest Cheddar,206022,2,4,2,9,$2.25,$2.25,No,0.273,47.48,No,6,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,C0,,OMG Milk Chocolaty Almond,853032,4,4,0,9,$4.00,$4.00,No,0.2184,36.82,No,0,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,C2,,FL Baked Ruffles Cheddar & Sour Cream Chips,206001,0,4,2,9,$1.75,$1.75,No,0.5425,21.86,No,2,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,C4,,FL Sun Chips Garden salsa,211053,0,4,2,9,$1.75,$1.75,No,,330.53,No,4,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,C6,,FL Innovation Chips Regular,157003,0,4,2,9,$1.75,$1.75,No,0.3696,14.85,No,6,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,D0,,OH Henry,252001,3,8,0,17,$2.25,$2.25,No,0.4599,35.49,No,0,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,D1,,Kit Kat,251010,4,8,0,17,$2.25,$2.25,No,0.5068,37.82,No,1,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,D2,,Snickers,254006,3,8,0,17,$2.25,$2.25,No,0.287,43.49,No,2,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,D3,,Mars,254001,2,8,0,17,$2.25,$2.25,No,0.3269,41.49,No,3,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,D4,,M+M Peanuts,254005,7,8,0,20,$2.25,$2.25,No,,180.52,No,4,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,D5,,Reese s Peanut Butter Cups,252007,6,8,0,20,$2.25,$2.25,No,0.0665,62.81,No,5,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,D6,,Coffee Crisp,251004,2,6,0,15,$2.25,$2.25,No,0.3465,37.82,No,6,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,D7,,Innovation Bars,157004,7,8,2,40,$2.25,$2.25,No,0.1589,35.82,No,7,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,E0,,Big Daddy Chocolate Chunk Cookies,880326,0,0,0,13,$2.25,$2.25,No,0.0483,77.49,No,0,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,E2,,Huer Sour Peach Slices,880464,5,5,2,13,$2.50,$2.50,No,0.1568,47.81,No,2,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,E4,,Big Daddy Double Chocolate Cookies,880327,0,5,2,13,$2.25,$2.25,No,0.1134,58.49,No,4,0
Quality Vending and Coffee Service,Route 04,Maxim Truck Collision,,C014415520674,3107,NAT 158,Snack,E6,,OD Hawkins Cheezies,156002,5,5,2,13,$2.00,$2.00,No,,181.86,No,6,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,A1,A,PC Aquafina 591ml Bottle,109104,27,36,8,40,$3.00,$3.00,No,6.5933,0.2,No,1,2
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,A2,A,PC Aquafina 591ml Bottle,109104,0,0,,0,$3.00,$3.00,No,,,No,2,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,A3,A,PC Aquafina 591ml Bottle,109104,0,0,,0,$3.00,$3.00,No,,,No,3,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,A4,A,PC Aquafina 591ml Bottle,109104,0,0,,0,$3.00,$3.00,No,,,No,4,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,A5,A,PC Aquafina 591ml Bottle,109104,0,0,,0,$3.00,$3.00,No,,,No,5,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,A6,,PC Bubly Cherry 473ml Can,880356,5,6,2,8,$2.75,$2.75,No,0.6797,2.53,No,6,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,A7,,PC Bubly Blackberry 473ml Can,880357,6,8,2,8,$2.75,$2.75,No,0.8932,0.86,No,7,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,B1,B,PC Gatorade Cool Blue 591ml Bottle,109111,17,24,6,24,$3.50,$3.50,No,7.2464,0.53,No,1,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,B2,B,PC Gatorade Cool Blue 591ml Bottle,109111,0,0,,0,$3.50,$3.50,No,,,No,2,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,B3,B,PC Gatorade Cool Blue 591ml Bottle,109111,0,0,,0,$3.50,$3.50,No,,,No,3,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,B4,C,PC Gatorade Zero Lemon Lime 591ml Bottle,880312,6,12,4,16,$3.50,$3.50,No,2.9134,1.53,No,4,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,B5,C,PC Gatorade Zero Lemon Lime 591ml Bottle,880312,0,0,,0,$3.50,$3.50,No,,,No,5,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,B6,D,PC Gatorade Zero Berry 591ml Bottle,880095,12,16,4,16,$3.50,$3.50,No,5.0666,2.53,No,6,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,B7,D,PC Gatorade Zero Berry 591ml Bottle,880095,0,0,,0,$3.50,$3.50,No,,,No,7,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,C1,,PC Dole Apple Juice 450ml Bottle,109113,7,8,2,8,$3.00,$3.25,Yes,0.8869,3.53,No,1,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,C2,,PC RockStar Punched 473 ml Can,107173,6,8,2,8,$4.50,$4.50,No,2.7734,2.53,No,2,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,C3,,PC Pure Leaf Raspberry Iced Tea 547ml Bottle,101055,4,6,2,8,$3.75,$3.75,No,3.0331,0.53,No,3,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,C4,,PC Pure Leaf Honey Green Tea 547ml Bottle,101056,5,6,2,8,$3.75,$3.75,No,0.4998,19.53,No,4,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,C5,,PC Starbuck s Frappuccino Mocha 405ml Bottle,86005,7,8,2,8,$5.00,$5.00,No,1.6065,7.2,No,5,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,C6,,PC Starbuck s Vanilla Frappucino 405ml Bottle,86006,5,8,2,8,$5.00,$5.00,No,2.2197,0.53,No,6,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,C7,,PC Starbuck s Caramel Frappucino 405ml Bottle,86007,1,6,2,8,$5.00,$5.00,No,3.8003,1.53,No,7,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,D1,E,PC Pepsi Cola 591ml Bottle,107101,8,12,6,24,$3.00,$3.00,No,2.1735,1.53,No,1,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,D2,E,PC Pepsi Cola 591ml Bottle,107101,0,0,,0,$3.00,$3.00,No,,,No,2,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,D3,E,PC Pepsi Cola 591ml Bottle,107101,0,0,,0,$3.00,$3.00,No,,,No,3,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,D4,F,PC Diet Pepsi 591ml Bottle,107105,9,12,2,16,$3.00,$3.00,No,0.8736,2.84,No,4,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,D5,F,PC Diet Pepsi 591ml Bottle,107105,0,0,,0,$3.00,$3.00,No,,,No,5,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,D6,G,PC Pepsi Zero Sugar 591ml Bottle,102021,11,12,4,16,$3.00,$3.00,No,0.6377,9.6,No,6,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,D7,G,PC Pepsi Zero Sugar 591ml Bottle,102021,0,0,,0,$3.00,$3.00,No,,,No,7,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,E1,H,PC Dr Pepper 591ml Bottle,107117,6,12,4,16,$3.00,$3.00,No,2.1868,3.53,No,1,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,E2,H,PC Dr Pepper 591ml Bottle,107117,0,0,,0,$3.00,$3.00,No,,,No,2,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,E3,I,PC Mountain Dew 591ml Bottle,102024,10,12,4,16,$3.00,$3.00,No,2.8469,0.53,No,3,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,E4,I,PC Mountain Dew 591ml Bottle,102024,0,0,,0,$3.00,$3.00,No,,,No,4,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,E5,J,PC Lipton Brisk 591ml Bottle,107118,21,24,6,24,$3.00,$3.00,No,2.5067,4.53,No,5,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,E6,J,PC Lipton Brisk 591ml Bottle,107118,0,0,,0,$3.00,$3.00,No,,,No,6,0
Quality Vending and Coffee Service,Route 04,St James Centennial Pool,,C012618040308,5584,GF Bev (Vendo),GF Bev,E7,J,PC Lipton Brisk 591ml Bottle,107118,0,0,,0,$3.00,$3.00,No,,,No,7,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,A0,,FL Big Grab Ruffles All Dressed chips,206019,4,6,2,9,$2.25,$2.25,No,0.0532,73.16,No,0,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,A2,,FL Big Grab Doritos Nacho Cheese Tortilla Chips,206017,6,6,2,9,$2.25,$2.25,No,0.2695,50.49,No,2,0
Quality Vending and Coffee Service,Route 12,BVT Truck & Trailer Repair,,C013317030051,2972,NAT 797D,Snack,A4,,FL Big Grab Doritos Sweet Chili Heat Tort Chips,206023,4,6,2,9,$2.25,$2.25,No,0.3332,3.19,No,4,0
